854.000	500.000	982.000	900.000
854.000	500.000	982.000	900.000
924.000	500.000	1052.000	900.000
919.000	500.000	1047.000	900.000
913.000	500.000	1041.000	900.000
906.000	500.000	1034.000	900.000
897.000	500.000	1025.000	900.000
882.000	500.000	1010.000	900.000
863.000	500.000	991.000	900.000
849.000	500.000	977.000	900.000
835.000	500.000	963.000	900.000
821.000	500.000	949.000	900.000
807.000	500.000	935.000	900.000
791.000	500.000	919.000	900.000
773.000	500.000	901.000	900.000
756.000	500.000	884.000	900.000
744.000	500.000	872.000	900.000
731.000	500.000	859.000	900.000
716.000	500.000	844.000	900.000
702.000	500.000	830.000	900.000
688.000	500.000	816.000	900.000
679.000	500.000	807.000	900.000
667.000	500.000	795.000	900.000
653.000	500.000	781.000	900.000
641.000	500.000	769.000	900.000
628.000	500.000	756.000	900.000
618.000	500.000	746.000	900.000
608.000	500.000	736.000	900.000
596.000	500.000	724.000	900.000
584.000	500.000	712.000	900.000
572.000	500.000	700.000	900.000
560.000	500.000	688.000	900.000
547.000	500.000	675.000	900.000
539.000	500.000	667.000	900.000
531.000	500.000	659.000	900.000
525.000	500.000	653.000	900.000
521.000	500.000	649.000	900.000
518.000	500.000	646.000	900.000
519.000	500.000	647.000	900.000
516.000	500.000	644.000	900.000
516.000	500.000	644.000	900.000
515.000	500.000	643.000	900.000
514.000	500.000	642.000	900.000
512.000	500.000	640.000	900.000
510.000	500.000	638.000	900.000
508.000	500.000	636.000	900.000
506.000	500.000	634.000	900.000
504.000	500.000	632.000	900.000
502.000	500.000	630.000	900.000
500.000	500.000	628.000	900.000
496.000	500.000	624.000	900.000
492.000	500.000	620.000	900.000
487.000	500.000	615.000	900.000
484.000	500.000	612.000	900.000
481.000	500.000	609.000	900.000
478.000	500.000	606.000	900.000
475.000	500.000	603.000	900.000
473.000	500.000	601.000	900.000
472.000	500.000	600.000	900.000
470.000	500.000	598.000	900.000
468.000	500.000	596.000	900.000
466.000	500.000	594.000	900.000
465.000	500.000	593.000	900.000
464.000	500.000	592.000	900.000
463.000	500.000	591.000	900.000
462.000	500.000	590.000	900.000
473.000	500.000	601.000	900.000
472.000	500.000	600.000	900.000
472.000	500.000	600.000	900.000
471.000	500.000	599.000	900.000
470.000	500.000	598.000	900.000
469.000	500.000	597.000	900.000
469.000	500.000	597.000	900.000
469.000	500.000	597.000	900.000
458.000	500.000	586.000	900.000
457.000	500.000	585.000	900.000
456.000	500.000	584.000	900.000
455.000	500.000	583.000	900.000
454.000	500.000	582.000	900.000
455.000	500.000	583.000	900.000
454.000	500.000	582.000	900.000
453.000	500.000	581.000	900.000
454.000	500.000	582.000	900.000
453.000	500.000	581.000	900.000
450.000	500.000	578.000	900.000
450.000	500.000	578.000	900.000
447.000	500.000	575.000	900.000
445.000	500.000	573.000	900.000
441.000	500.000	569.000	900.000
436.000	500.000	564.000	900.000
428.000	500.000	556.000	900.000
419.000	500.000	547.000	900.000
406.000	500.000	534.000	900.000
393.000	500.000	521.000	900.000
379.000	500.000	507.000	900.000
367.000	500.000	495.000	900.000
354.000	500.000	482.000	900.000
341.000	500.000	469.000	900.000
329.000	500.000	457.000	900.000
316.000	500.000	444.000	900.000
302.000	500.000	430.000	900.000
289.000	500.000	417.000	900.000
276.000	500.000	404.000	900.000
262.000	500.000	390.000	900.000
249.000	500.000	377.000	900.000
239.000	500.000	367.000	900.000
239.000	500.000	367.000	900.000
239.000	500.000	367.000	900.000
456.000	500.000	584.000	900.000
456.000	500.000	584.000	900.000
455.000	500.000	583.000	900.000
455.000	500.000	583.000	900.000
455.000	500.000	583.000	900.000
452.000	500.000	580.000	900.000
459.000	500.000	587.000	900.000
450.000	500.000	578.000	900.000
451.000	500.000	579.000	900.000
450.000	500.000	578.000	900.000
447.000	500.000	575.000	900.000
444.000	500.000	572.000	900.000
440.000	500.000	568.000	900.000
434.000	500.000	562.000	900.000
426.000	500.000	554.000	900.000
419.000	500.000	547.000	900.000
