59.760	-21.600	68.293	1.731	1.000	0.000
56.040	-21.000	67.878	0.480	1.000	0.000
55.680	-21.120	68.049	2.551	1.000	0.000
54.000	-21.000	67.590	2.683	1.000	0.000
48.240	-20.520	68.021	0.679	1.000	0.000
43.800	-19.800	68.239	0.990	1.000	0.000
38.520	-19.800	68.465	0.990	1.000	0.000
36.840	-20.040	68.872	0.480	1.000	0.000
34.320	-19.680	68.927	1.073	1.000	0.000
30.600	-19.080	68.730	0.480	1.000	0.000
28.920	-18.840	68.749	1.697	1.000	0.000
24.840	-18.600	68.789	1.440	1.000	0.000
21.240	-18.360	69.185	1.697	1.000	0.000
17.400	-17.880	69.367	0.990	1.000	0.000
15.720	-18.120	69.343	0.480	1.000	0.000
12.360	-18.120	69.785	0.480	1.000	0.000
9.720	-17.400	69.550	0.990	1.000	0.000
6.360	-17.400	69.906	0.960	1.000	0.000
3.960	-16.920	70.103	0.990	1.000	0.000
3.000	-16.920	70.094	0.990	1.000	0.000
-0.360	-16.920	70.148	0.990	1.000	0.000
-3.000	-16.680	70.433	1.440	1.000	0.000
-6.360	-15.720	70.311	0.480	1.000	0.000
-8.520	-15.960	70.582	0.960	1.000	0.000
-9.960	-15.960	70.637	0.990	1.000	0.000
-12.600	-15.720	70.789	0.480	1.000	0.000
-14.640	-15.840	71.168	1.073	1.000	0.000
-16.440	-15.480	71.010	1.697	1.000	0.000
-20.280	-15.240	71.189	0.480	1.000	0.000
-22.800	-15.240	71.679	0.679	1.000	0.000
-25.080	-14.760	71.532	1.440	1.000	0.000
-26.520	-14.760	71.703	0.480	1.000	0.000
-28.920	-14.760	72.131	0.480	1.000	0.000
-29.160	-14.040	72.118	0.990	1.000	0.000
-28.680	-14.520	72.128	1.697	1.000	0.000
-28.800	-14.760	72.185	1.731	1.000	0.000
-29.040	-14.880	72.160	1.073	1.000	0.000
-30.840	-14.760	72.533	0.480	1.000	0.000
-30.840	-14.760	71.810	0.480	1.000	0.000
-30.600	-14.520	72.864	1.537	1.000	0.000
-30.360	-14.520	72.211	1.697	1.000	0.000
-31.800	-14.760	73.282	0.480	1.000	0.000
-32.760	-13.800	72.548	0.480	1.000	0.000
-33.240	-14.760	72.928	0.480	1.000	0.000
-34.200	-14.280	72.425	0.480	1.000	0.000
-33.480	-14.520	72.521	1.537	1.000	0.000
-33.720	-14.280	72.599	2.213	1.000	0.000
-33.360	-14.280	72.565	2.448	1.000	0.000
-37.080	-14.280	72.733	0.480	1.000	0.000
-36.840	-13.680	72.686	2.065	1.000	0.000
-36.840	-13.560	72.618	2.890	1.000	0.000
-37.800	-13.320	72.606	2.900	1.000	0.000
-37.200	-13.320	72.572	3.973	1.000	0.000
-37.560	-13.320	72.585	4.327	1.000	0.000
-37.080	-13.080	72.260	5.011	1.000	0.000
-35.280	-13.200	72.067	3.568	1.000	0.000
-37.440	-12.840	72.288	5.046	1.000	0.000
-37.440	-13.080	72.436	5.483	1.000	0.000
-37.080	-12.960	72.286	5.192	1.000	0.000
-39.360	-10.440	73.167	3.749	1.000	0.000
-38.400	-11.280	72.542	4.327	1.000	0.000
-40.920	-7.800	72.405	2.277	1.000	0.000
-41.160	-7.440	73.642	1.874	1.000	0.000
-37.949	-12.697	70.348	4.076	0.000	0.000
-42.600	-18.240	75.360	1.874	1.000	1.000
-41.640	-6.480	73.621	2.412	1.000	2.000
-30.360	-14.400	72.408	3.360	1.000	3.000
-42.960	-18.960	74.767	1.537	1.000	1.000
-41.760	-5.760	73.272	2.890	1.000	2.000
-42.120	-5.400	72.103	2.736	1.000	2.000
-38.640	-14.280	72.103	6.019	1.000	1.000
-43.560	-4.440	71.757	2.412	1.000	2.000
-43.560	-19.200	71.757	1.874	1.000	1.000
-43.440	-19.080	72.977	2.264	1.000	1.000
-42.600	-4.560	72.977	2.412	1.000	2.000
-44.760	-19.560	73.022	1.731	1.000	1.000
-42.840	-2.640	73.022	2.264	1.000	2.000
-44.400	-19.680	73.065	2.051	1.000	1.000
-43.080	-3.600	73.065	2.412	1.000	2.000
-44.760	-20.040	73.406	1.731	1.000	1.000
-43.200	-3.240	73.406	2.412	1.000	2.000
-45.000	-20.640	73.274	1.828	1.000	1.000
-43.560	-2.640	70.907	2.412	1.000	2.000
-45.720	-20.520	72.284	0.480	1.000	1.000
-41.520	-17.160	72.284	1.537	1.000	1.000
-37.560	-13.440	72.284	1.537	1.000	1.000
-43.440	-5.760	71.944	0.240	1.000	1.000
-40.080	-9.000	71.944	1.200	1.000	1.000
-37.080	-12.600	71.944	1.200	1.000	1.000
-43.440	-5.760	74.342	1.200	1.000	2.000
-43.200	-18.720	75.990	2.551	1.000	1.000
-34.320	-13.680	72.872	4.610	1.000	1.000
-42.840	-6.600	73.376	0.480	1.000	1.000
-39.240	-10.200	72.921	1.537	1.000	1.000
-41.040	-16.680	74.123	1.537	1.000	1.000
-43.440	-18.840	76.316	2.551	1.000	1.000
-39.120	-14.760	73.657	2.551	1.000	1.000
-41.760	-7.320	73.457	2.551	1.000	1.000
-46.320	-22.560	76.292	0.480	1.000	1.000
-43.440	-19.080	74.948	1.747	1.000	1.000
-40.320	-15.720	73.661	1.747	1.000	1.000
-36.960	-12.720	73.332	1.747	1.000	1.000
-46.440	-22.320	74.786	0.990	1.000	1.000
-43.440	-18.960	74.550	1.828	1.000	1.000
-40.440	-15.840	72.542	1.828	1.000	1.000
-37.320	-12.600	73.648	1.828	1.000	1.000
-46.920	-22.800	73.756	0.990	1.000	1.000
-43.800	-19.440	73.756	1.731	1.000	1.000
-40.800	-16.200	73.756	1.731	1.000	1.000
-37.560	-12.960	73.513	1.731	1.000	1.000
-46.320	-23.040	73.574	0.480	1.000	1.000
-43.560	-19.200	73.574	1.399	1.000	1.000
-40.440	-15.960	73.982	1.399	1.000	1.000
-37.080	-12.720	73.332	1.399	1.000	1.000
-46.800	-22.320	70.986	2.277	1.000	1.000
-42.840	-6.600	70.986	1.537	1.000	1.000
-34.320	-13.680	70.986	4.610	1.000	1.000
-47.280	-22.800	74.152	1.073	1.000	1.000
-44.160	-19.800	72.521	1.828	1.000	1.000
-41.160	-16.560	72.637	1.828	1.000	1.000
-38.040	-13.680	72.637	1.828	1.000	1.000
-47.280	-23.520	76.511	0.480	1.000	1.000
-44.040	-19.680	74.880	1.697	1.000	1.000
-48.600	-24.120	75.263	0.480	1.000	1.000
-45.120	-20.760	75.701	1.731	1.000	1.000
-41.880	-17.280	74.880	1.731	1.000	1.000
-38.400	-14.040	73.023	1.731	1.000	1.000
-48.240	-23.760	76.151	1.731	1.000	1.000
-44.880	-20.520	75.818	2.051	1.000	1.000
-41.640	-17.040	74.480	2.051	1.000	1.000
-38.520	-13.800	73.047	2.051	1.000	1.000
-49.200	-24.720	75.833	1.731	1.000	1.000
-45.480	-20.880	75.482	2.809	1.000	1.000
-41.640	-17.040	74.721	2.809	1.000	1.000
-50.280	-26.160	74.801	2.364	1.000	1.000
-46.320	-21.960	75.732	3.157	1.000	1.000
-42.360	-17.760	75.100	3.157	1.000	1.000
-52.560	-28.080	77.910	2.400	1.000	1.000
-48.960	-24.600	76.092	3.157	1.000	1.000
-45.600	-21.000	75.837	3.157	1.000	1.000
-54.600	-30.480	75.961	2.364	1.000	1.000
-51.480	-27.120	77.843	3.229	1.000	1.000
-48.240	-23.880	76.112	3.229	1.000	1.000
-45.120	-20.520	75.689	3.229	1.000	1.000
-57.000	-32.880	73.689	2.364	1.000	1.000
