-53.640	-29.280	74.555	3.157	1.000	1.000
-50.040	-25.680	77.727	3.157	1.000	1.000
-46.800	-22.080	75.653	3.157	1.000	1.000
-60.600	-35.160	73.434	0.480	1.000	1.000
-56.880	-32.520	73.492	2.213	1.000	1.000
-53.760	-29.400	75.959	2.213	1.000	1.000
-50.520	-26.160	78.598	2.213	1.000	1.000
-47.400	-23.040	76.337	2.213	1.000	1.000
-61.200	-36.720	73.235	2.400	1.000	1.000
-58.080	-33.720	73.396	3.157	1.000	1.000
-55.200	-30.600	73.185	3.157	1.000	1.000
-52.080	-27.720	78.508	3.157	1.000	1.000
-49.200	-24.600	79.188	3.157	1.000	1.000
-63.240	-39.120	73.071	2.364	1.000	1.000
-59.880	-35.520	73.073	3.157	1.000	1.000
-56.400	-32.040	73.181	3.157	1.000	1.000
-53.040	-28.440	74.455	3.157	1.000	1.000
-65.640	-41.520	72.887	2.364	1.000	1.000
-62.160	-37.800	72.930	3.157	1.000	1.000
-58.560	-34.200	72.965	3.157	1.000	1.000
-55.080	-30.720	73.116	3.157	1.000	1.000
-68.400	-43.920	72.741	1.731	1.000	1.000
-65.280	-40.920	72.741	2.969	1.000	1.000
-62.280	-37.920	72.764	2.969	1.000	1.000
-59.280	-34.920	72.771	2.969	1.000	1.000
-56.400	-31.920	72.939	2.969	1.000	1.000
-53.400	-29.040	73.076	2.969	1.000	1.000
-69.480	-44.880	72.526	2.890	1.000	1.000
-66.000	-41.640	72.508	3.229	1.000	1.000
-62.760	-38.160	72.539	3.229	1.000	1.000
-59.280	-34.920	72.558	3.229	1.000	1.000
-72.240	-47.760	72.282	2.585	1.000	1.000
-68.640	-44.280	72.424	2.930	1.000	1.000
-65.160	-40.800	72.354	2.930	1.000	1.000
-61.680	-37.320	72.457	2.930	1.000	1.000
-74.640	-50.160	72.048	2.400	1.000	1.000
-71.040	-46.680	72.125	3.157	1.000	1.000
-67.440	-43.080	72.162	3.157	1.000	1.000
-63.960	-39.600	72.211	3.157	1.000	1.000
-77.520	-52.560	71.682	1.731	1.000	1.000
-74.160	-49.800	71.982	2.930	1.000	1.000
-71.160	-46.800	71.960	2.930	1.000	1.000
-68.160	-43.800	72.072	2.930	1.000	1.000
-65.160	-40.800	71.919	2.930	1.000	1.000
-62.160	-37.800	72.094	2.930	1.000	1.000
-79.440	-54.480	71.632	1.731	1.000	1.000
-75.480	-51.120	71.681	2.930	1.000	1.000
-72.000	-47.640	71.820	2.930	1.000	1.000
-68.400	-44.040	71.763	2.930	1.000	1.000
-81.480	-56.520	71.442	2.364	1.000	1.000
-78.120	-53.760	71.509	2.551	1.000	1.000
-75.240	-50.880	71.523	2.551	1.000	1.000
-72.360	-47.760	71.549	2.551	1.000	1.000
-69.240	-44.880	71.534	2.551	1.000	1.000
-83.880	-58.800	71.232	1.537	1.000	1.000
-80.520	-56.160	71.355	2.651	1.000	1.000
-77.520	-53.160	71.334	2.651	1.000	1.000
-74.520	-50.160	71.450	2.651	1.000	1.000
-71.520	-47.160	71.355	2.651	1.000	1.000
-85.200	-60.240	70.645	1.731	1.000	2.000
-81.360	-57.240	71.097	2.551	1.000	2.000
-78.120	-53.760	71.015	2.551	1.000	2.000
-74.760	-50.400	70.695	2.551	1.000	2.000
-43.440	-2.400	62.116	1.610	1.000	2.000
-45.960	1.320	72.061	1.292	1.000	2.000
-47.520	4.560	65.577	0.960	1.000	2.000
-45.360	0.480	66.639	1.200	1.000	2.000
-43.080	-3.600	67.302	1.200	1.000	2.000
-40.680	-7.440	67.886	1.200	1.000	2.000
-38.880	-11.760	68.544	1.200	1.000	2.000
-43.440	-2.520	73.437	1.073	1.000	2.000
-47.760	6.240	71.146	0.480	1.000	2.000
-45.600	2.400	72.317	1.073	1.000	2.000
-43.440	-1.440	73.051	1.073	1.000	2.000
-41.280	-5.280	72.558	1.073	1.000	2.000
-47.160	5.280	72.369	1.399	1.000	2.000
-45.120	1.200	73.602	1.399	1.000	2.000
-42.600	-2.640	73.913	1.399	1.000	2.000
-40.680	-6.840	73.683	1.399	1.000	2.000
-38.520	-10.800	72.548	1.399	1.000	2.000
-42.960	-2.400	73.588	0.480	1.000	2.000
-40.080	-7.680	73.977	0.480	1.000	2.000
-35.880	-12.120	72.780	0.480	1.000	2.000
-50.280	11.280	72.266	1.073	1.000	2.000
-48.480	7.440	72.266	1.200	1.000	2.000
-46.320	3.840	72.266	1.200	1.000	2.000
-44.280	0.120	72.908	1.200	1.000	2.000
-42.360	-3.600	72.188	1.200	1.000	2.000
-40.320	-7.200	72.279	1.200	1.000	2.000
-38.400	-10.920	72.918	1.200	1.000	2.000
-45.240	2.040	71.371	0.480	1.000	2.000
-45.840	3.360	73.830	0.480	1.000	2.000
-43.320	-1.200	72.876	0.480	1.000	2.000
-40.920	-5.880	72.876	0.480	1.000	2.000
-46.800	5.760	72.214	0.480	1.000	2.000
-44.640	0.960	72.469	0.679	1.000	2.000
-41.880	-3.600	73.352	0.679	1.000	2.000
-46.680	4.920	70.492	0.865	1.000	2.000
-44.160	0.720	70.492	1.460	1.000	2.000
-41.640	-3.600	70.492	1.460	1.000	2.000
-49.200	10.080	71.908	0.480	1.000	2.000
-46.800	5.520	71.908	1.200	1.000	2.000
-44.400	1.200	72.408	1.200	1.000	2.000
-42.000	-3.240	72.606	1.200	1.000	2.000
-50.280	12.240	74.244	1.073	1.000	2.000
-47.880	7.920	74.023	1.200	1.000	2.000
-45.480	3.720	73.289	1.200	1.000	2.000
-43.200	-0.600	74.550	1.200	1.000	2.000
-52.080	15.360	72.781	1.440	1.000	2.000
-49.920	11.040	74.523	1.537	1.000	2.000
-47.400	6.960	74.130	1.537	1.000	2.000
-45.240	2.640	73.264	1.537	1.000	2.000
